Geography,Definition,Note,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Namibia,"National currency per US$, period average.  Line rf of IFS.",,0.778833,0.877579,1.085816,1.1141,1.475278,2.228675,2.285032,2.036033,2.273468,2.622678,2.587321,2.761315,2.852014,3.267743,3.550798,3.627085,4.299349,4.607962,5.528284,6.109484,6.939828,8.609181,10.540747,7.564749,6.459693,6.377117,6.76715,7.054392,8.251742,8.52282,7.33025,7.300025,8.193771,9.750075,10.842888,12.881921,14.708767,13.3129,13.233942,14.448691,16.463267,14.78
Nauru,"National currency per US$, period average. ",,0.878244,0.870215,0.985864,1.110015,1.139519,1.431895,1.495974,1.42818,1.279908,1.264597,1.281057,1.283756,1.361648,1.47056,1.367751,1.349033,1.277863,1.34738,1.591828,1.54995,1.724827,1.933443,1.840563,1.541914,1.359753,1.309473,1.327973,1.195073,1.192178,1.282189,1.090159,0.969463,0.9658,1.035843,1.109363,1.33109,1.345215,1.304758,1.338411,1.438506,–,–
Nepal,"National currency per US$, period average. ",,12,12.336333,13.243833,14.54525,16.459417,18.246417,21.229833,21.819167,23.28925,27.188833,29.369167,37.255,42.7175,48.607167,49.397517,51.890342,56.691942,58.009542,65.975792,68.239367,71.093808,74.94925,77.876625,76.14145,73.673592,71.3675,72.755608,66.415033,69.7617,77.573433,73.262367,74.02,85.225758,93.084392,97.554858,102.405158,107.383817,104.511875,108.930133,112.609483,118.345192,118.134083
Netherlands,"National currency per US$, period average.","ECU:US$ pre-1999, Euro:US$ post-1999",0.718907,0.894775,1.020408,1.123596,1.265823,1.315789,1.020408,0.869565,0.847458,0.909091,0.787402,0.806121,0.771017,0.852949,0.841416,0.764361,0.787722,0.881605,0.892491,0.937352,1.082227,1.116525,1.058307,0.884269,0.804287,0.803356,0.79639,0.729586,0.679997,0.717737,0.753693,0.71854,0.777846,0.752934,0.752534,0.901205,0.903671,0.885518,0.846389,0.893178,0.876208,0.844932
New Caledonia,"National currency per US$, period average. ",,76.82856,98.810962,119.492608,138.568801,158.892568,163.367564,125.928813,109.285497,108.307922,116.00246,99.004901,102.583837,96.251101,102.967715,100.946172,90.754137,93.009407,106.121561,107.263814,112.007988,129.522727,133.354368,126.796097,105.731963,96.105575,95.957007,95.124171,87.449738,81.496239,82.7,90.81,92.36,92.8,89.9,89.94,107.6,107.88,105.88,101.09,106.6,104.71,100.881
New Zealand,"National currency per US$, period average.  Line rf of IFS.",,1.027309,1.150792,1.330834,1.496222,1.731752,2.007763,1.906699,1.686957,1.525941,1.672008,1.676891,1.728758,1.8596,1.848885,1.684518,1.524158,1.45407,1.509396,1.863094,1.888901,2.189262,2.380055,2.153084,1.717352,1.504948,1.419077,1.53858,1.358111,1.399956,1.573832,1.385026,1.262998,1.2334,1.218732,1.203889,1.427908,1.434103,1.406338,1.443106,1.516741,1.537634,1.413078
Nicaragua,"National currency per US$, period average. ",,–,–,–,–,–,–,–,–,0.0002,0.003133,0.140925,4.270825,5,5.620408,6.722875,7.545592,8.4355,9.448083,10.581917,11.80925,12.684392,13.371942,14.251325,15.10465,15.93725,16.733333,17.570008,18.448517,19.3719,20.339475,21.35645,22.424258,23.546658,24.722767,25.9589,27.256842,28.620958,30.050942,31.553208,33.121742,34.342117,35.199153
Niger,"National currency per US$, period average. ",,211.279167,271.7325,328.608333,381.065833,436.9575,449.264167,346.306667,300.5375,297.85,319.009167,272.265833,282.108333,264.694167,283.1625,555.205833,499.15,511.551667,583.670833,589.9525,615.673333,711.831667,732.899167,696.381667,581.059167,528.123333,527.79,522.86,479.264167,448.215833,472.024167,495.310833,471.765833,510.514167,494.045833,494.414167,591.45,593.014167,582.03,555.7,585.959167,575.5875,554.530833
Nigeria,"National currency per US$, period average.","The government adopted a dual exchange rate regime in 1995, in which certain official transactions were calculated at N22:$1, less than a quarter of the market rate. The system was abolished in January 1999, in favour of a single, market-based rate.",0.545,0.610025,0.672867,0.724142,0.764942,0.89375,2.020575,4.017942,4.536733,7.391558,8.037808,9.909492,17.298425,22.051058,21.8861,21.8861,21.8861,21.8861,21.8861,92.69335,102.105208,111.943325,120.970167,129.356533,133.5004,132.146967,128.6515,125.833108,118.566917,148.880183,150.298025,153.861608,157.499425,157.311225,158.552642,193.279167,253.49225,305.790108,306.0837,306.420392,356.3229,398.872017
North Korea,"National currency per US$, period average. ","Official rate; variable black-market rates of up to Won10,000:US$1 also exist. The currency was redenominated in November 2009 at the rate of 100 old won to 1 new won",–,–,–,–,–,–,–,–,–,–,–,2.15,2.1,2.11,2.12,2.13,2.15,2.15,2.15,2.15,2.15,2.15,150,150,150,138.245833,141.320833,139.075,139,139,100.797634,96.451111,100.263833,98.919167,98.744167,107.55667,107.75417,107.74,104.92,107.5,140,155
North Macedonia,"National currency per US$, period average. Line rf of IFS.",,–,–,–,–,–,–,–,–,–,–,0.1132,0.197,5.09,23.57,43.263183,37.881758,39.981075,50.00355,54.461733,56.901825,65.903867,68.037133,64.349792,54.322258,49.409933,49.283683,48.801767,44.729817,41.867683,44.100575,46.485392,44.230825,47.89025,46.395342,46.437133,55.537075,55.731725,54.665458,52.107108,54.9472,54.144325,52.12
Norway,"National currency per US$, period average.  Line rf of IFS.",,4.938383,5.738475,6.456333,7.3011,8.167408,8.5995,7.399458,6.742342,6.523433,6.908592,6.259675,6.4821,6.216758,7.097292,7.055933,6.3391,6.458258,7.079983,7.549775,7.801883,8.810858,8.993267,7.985617,7.079058,6.7414,6.443425,6.413483,5.857908,5.646425,6.29125,6.04085,5.60645,5.816192,5.876033,6.302117,8.064625,8.397808,8.26825,8.137058,8.799317,9.418967,8.593825
Oman,"National currency per US$, period average.  Line rf of IFS.",,0.3454,0.3454,0.3454,0.3454,0.345398,0.345395,0.381982,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.385
Pakistan,"National currency per US$, period average.  Line rf of IFS.",,9.9,9.9,11.847467,13.116975,14.046333,15.928392,16.647508,17.3988,18.003292,20.541492,21.707375,23.800767,25.082792,28.107183,30.566592,31.642683,36.078683,41.111525,45.046667,49.500692,53.648192,61.927167,59.723792,57.752017,58.257867,59.514467,60.271358,60.738525,70.408033,81.712892,85.193817,86.343383,93.395192,101.6289,101.1001,102.769258,104.769117,105.455167,121.824075,150.036258,161.838475,162.90625
Palau,"National currency per US$, period average. ",,–,–,–,–,–,–,–,–,–,–,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,–,–
Palestine,"National currency per US$, period average. ","Israeli new shekel: US$ exchange rate being published for annual data otherwise The Palestinian Territories do not have a domestic currency. US dollars, Israeli shekels and, to a lesser extent, Jordanian dinar are all used. As most government data is expr",0.005117,0.011425,0.024267,0.056225,0.293225,1.178867,1.487833,1.594642,1.598942,1.916417,2.016183,2.279117,2.45905,2.830042,3.011183,3.011267,3.1878,3.449383,3.80015,4.139592,4.0773,4.205625,4.737833,4.548342,4.482017,4.487775,4.45645,4.108058,3.587842,3.932633,3.732975,3.578133,3.855925,3.610758,3.577925,3.8869,3.840567,3.599842,3.594925,3.564517,3.442408,3.230192
Panama,"National currency per US$, period average.  Line rf of IFS.",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Papua New Guinea,"National currency per US$, period average.  Line rf of IFS.",,0.670946,0.672968,0.738458,0.836146,0.898552,1.000314,0.971414,0.907899,0.867053,0.858798,0.955,0.951709,0.964663,0.978177,1.01134,1.279842,1.319075,1.437972,2.073592,2.570773,2.782157,3.388715,3.895221,3.563453,3.22254,3.10195,3.056735,2.965346,2.700088,2.755143,2.719294,2.37097,2.083648,2.24451,2.461385,2.768412,3.13303,3.188788,3.293463,3.387537,3.459975,3.508
Paraguay,"National currency per US$, period average.  Line rf of IFS.",,126,126,126,126,201,306.666667,339.166667,550,550,1056.216667,1229.808333,1325.183333,1500.258333,1744.345833,1904.760833,1963.019167,2056.811667,2177.8625,2726.49,3119.073333,3486.353333,4105.925,5716.258333,6424.339167,5974.5775,6177.958333,5635.4625,5032.716667,4363.241667,4965.391667,4735.4625,4191.416667,4424.9175,4320.6775,4462.191667,5204.91,5670.516667,5630.317692,5721.210769,6219.169231,6746.639231,6785.136923
Peru,"National currency per US$, period average. Average of inter-bank buying and selling rate. ",,0,0,0,0,0.00001,0.00001,0.00001,0.000018,0.000127,0.002667,0.187887,0.7725,1.245833,1.988319,2.195,2.253333,2.453333,2.664167,2.93,3.383333,3.49,3.506833,3.5165,3.478467,3.413175,3.295842,3.274033,3.128044,2.924408,3.011508,2.825125,2.7541,2.637588,2.701899,2.839046,3.18444,3.375063,3.260488,3.286605,3.337267,3.494941,3.876
Philippines,"National currency per US$, period average.",,7.511433,7.89965,8.54,11.112717,16.698708,18.607342,20.385683,20.567675,21.094675,21.736683,24.3105,27.478633,25.512492,27.119842,26.417167,25.714467,26.2161,29.470658,40.89305,39.088983,44.19225,50.99265,51.603567,54.203333,56.039917,55.085492,51.314275,46.148392,44.323292,47.679692,45.109675,43.313142,42.228808,42.446183,44.395158,45.502833,47.492475,50.403717,52.661433,51.795783,49.6241,49.2546
Poland,"National currency per US$, period average.",,0.004417,0.005117,0.008483,0.009158,0.011325,0.014725,0.017542,0.026517,0.043067,0.143625,0.95,1.059167,1.360833,1.811667,2.2725,2.4245,2.6961,3.278675,3.492608,3.967175,4.346075,4.0937,4.080033,3.889075,3.655,3.233817,3.103158,2.76795,2.409242,3.1197,3.0153,2.96285,3.256542,3.160617,3.153775,3.772058,3.945925,3.778333,3.611567,3.839958,3.899642,3.86145
Portugal,"National currency per US$, period average.  Line rf of IFS.","ECU:US$ pre-1999, Euro:US$ post-1999",0.718901,0.894758,1.019146,1.122004,1.267427,1.312016,1.016601,0.866302,0.844685,0.907114,0.785551,0.806121,0.771017,0.852949,0.841416,0.764361,0.787722,0.881605,0.892491,0.937352,1.082227,1.116525,1.058307,0.884269,0.804287,0.803356,0.79639,0.729586,0.679997,0.717737,0.753693,0.71854,0.777846,0.752934,0.752534,0.901205,0.903671,0.885518,0.846389,0.893178,0.876208,0.844932
Puerto Rico,"National currency per US$, period average. ",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Qatar,"National currency per US$, period average.  Line rf of IFS.",,3.656967,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64
Romania,"National currency per US$, period average.  Line rf of IFS.","The redenomination of the Romanian leu on July 1st 2005 entailed the dropping of four zeroes: one new leu (RON) = 10,000 old lei (ROL). ",0.0018,0.0015,0.0015,0.00175,0.002125,0.001725,0.001608,0.001475,0.001433,0.0015,0.00225,0.007658,0.030792,0.076017,0.165517,0.203325,0.308258,0.716792,0.88755,1.533308,2.169292,2.906083,3.30555,3.320017,3.263658,2.913658,2.808983,2.43825,2.518858,3.049325,3.1779,3.048608,3.4682,3.327917,3.349175,4.005667,4.059183,4.052492,3.941617,4.237925,4.243992,4.160417
Russia,"National currency per US$, period average. ",,–,–,–,–,–,–,–,–,–,–,0.016,0.022,0.22,0.9917,2.1908,4.5592,5.120833,5.784833,9.705083,24.6199,28.129167,29.168525,31.348483,30.692025,28.813742,28.284442,27.190958,25.58085,24.852875,31.740358,30.367925,29.38235,30.839842,31.837133,38.378208,60.937658,67.055933,58.342808,62.668133,64.737658,72.104908,73.65435
Rwanda,"National currency per US$, period average. ",,86.063833,87.160167,93.06,96.094,100.232833,101.244583,87.59075,79.460583,76.447833,80.148917,83.704083,125.16425,133.938667,144.237083,140.703917,262.18225,306.82,301.52975,312.314,333.942,389.69625,442.991917,475.365417,537.655167,577.448917,557.822667,551.710333,546.955,546.84875,568.281417,583.13075,600.3065,614.295083,646.635917,682.437917,719.859583,787.251583,831.5545,861.09325,899.350417,943.278083,988.624833
Samoa,"National currency per US$, period average. ",,0.919307,1.034085,1.207333,1.549131,1.862306,2.245273,2.23576,2.121748,2.080437,2.270192,2.309852,2.399623,2.466308,2.568603,2.535037,2.473405,2.462173,2.559373,2.947687,3.01315,3.286362,3.47804,3.376258,2.973238,2.780723,2.710338,2.779294,2.616572,2.644176,2.73078,2.484657,2.317472,2.292313,2.3109,2.331771,2.560874,2.564928,2.554379,2.587279,2.648826,2.664961,2.556093
Saudi Arabia,"National currency per US$, period average.  Line rf of IFS.",,3.32674,3.38251,3.42817,3.45476,3.52381,3.62214,3.70625,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
Senegal,"National currency per US$, period average.  Line rf of IFS.",,211.279167,271.7325,328.608333,381.065833,436.9575,449.264167,346.306667,300.5375,297.85,319.009167,272.265833,282.108333,264.694167,283.1625,555.205833,499.15,511.551667,583.670833,589.9525,615.673333,711.831667,732.899167,696.381667,581.059167,528.123333,527.79,522.86,479.264167,448.215833,472.024167,495.310833,471.765833,510.514167,494.045833,494.414167,591.45,593.014167,582.03,555.7,585.959167,575.5875,554.7
Serbia,"Serbian dinar per US$, period average. ",,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.8528,3.4785,4.951,5.912,10.031,11.662,63.166,66.30475,64.405225,57.590042,58.375708,66.717825,67.155125,58.449567,55.72925,67.604933,77.722842,73.355433,87.958808,85.158842,88.405308,108.811425,111.27785,107.75885,100.175075,105.249558,103.163292,99.553658
Seychelles,"National currency per US$, period average. ",,6.39195,6.314925,6.552542,6.767642,7.058867,7.134333,6.176792,5.600008,5.383567,5.645717,5.3369,5.289308,5.121983,5.181533,5.055858,4.761975,4.969983,5.026342,5.262192,5.342583,5.713817,5.857542,5.480033,5.400717,5.5,5.5,5.519692,6.70106,9.457245,13.609942,12.067756,12.381032,13.704031,12.058317,12.747033,13.313925,13.319117,13.647842,13.911117,14.03325,17.616518,16.83
Sierra Leone,"National currency per US$, period average. ",,1.049833,1.159167,1.238667,1.885417,2.51,5.094167,16.092167,34.0425,32.514083,59.81275,151.445833,295.344167,499.441833,567.458583,586.73975,755.215833,920.7325,981.4825,1563.618,1804.195,2092.125,1986.154167,2099.033833,2347.941667,2701.296667,2889.5875,2961.909167,2985.185833,2981.515,3385.65,3978.086667,4349.161667,4344.036667,4332.500833,4524.159167,5080.7475,6290.2975,7384.432333,7931.63175,9010.221083,9829.926833,10394.2
Singapore,"National currency per US$, period average.  Line rf of IFS.",,2.141208,2.112692,2.140025,2.11305,2.133083,2.20015,2.177417,2.105983,2.012425,1.950258,1.812533,1.72755,1.628967,1.615791,1.527444,1.417375,1.410041,1.484806,1.673602,1.694957,1.723963,1.791723,1.790588,1.742183,1.690228,1.664398,1.588933,1.507102,1.414861,1.454515,1.363508,1.257776,1.249677,1.2513,1.26705,1.374825,1.381547,1.380925,1.348842,1.364158,1.379742,1.343
Sint Maarten,"National currency per US$, period average. ",Data are for the customs union (Curaçao & Sint Maarten).,–,–,–,–,–,–,–,–,–,–,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
Slovakia,"National currency per US$, period average.","ECU:US$ pre-1999, Euro:US$ post-1999",0.718907,0.894775,1.020408,1.123596,1.265823,1.315789,1.020408,0.869565,0.847458,0.909091,0.787402,0.806121,0.771017,0.852949,0.841416,0.764361,0.787722,0.881605,0.892491,0.937352,1.082227,1.116525,1.058307,0.884269,0.804287,0.803356,0.79639,0.729586,0.679997,0.717737,0.753693,0.71854,0.777846,0.752934,0.752534,0.901205,0.903671,0.885518,0.846389,0.893178,0.876208,0.844932
Slovenia,"National currency per US$, period average.","ECU:US$ pre-1999, Euro:US$ post-1999",0.718907,0.894775,1.020408,1.123596,1.265823,1.315789,1.020408,0.869565,0.847458,0.909091,0.787402,0.806121,0.771017,0.852949,0.841416,0.764361,0.787722,0.881605,0.892491,0.937352,1.082227,1.116525,1.058307,0.884269,0.804287,0.803356,0.79639,0.729586,0.679997,0.717737,0.753693,0.71854,0.777846,0.752934,0.752534,0.901205,0.903671,0.885518,0.846389,0.893178,0.876208,0.8449
Solomon Islands,"National currency per US$, period average. ",,0.829828,0.870164,0.971104,1.148558,1.273715,1.480767,1.7415,2.003292,2.082517,2.293242,2.528783,2.71475,2.9281,3.187733,3.291358,3.4059,3.566358,3.716942,4.815649,4.838142,5.088931,5.277985,6.748773,7.505943,7.484743,7.529873,7.609458,7.652,7.747917,8.055042,8.064502,7.641259,7.355202,7.302135,7.375345,7.914688,7.948153,7.88739,7.952505,8.173398,8.213414,8.038
Somalia,"National currency per US$, period average. ",Pre-2013; Derived from the UN Statistics Division. Post-2013; Derived from IMF Article IV Country Reports,30.167158,33.025129,39.936873,52.432911,86.894883,107.793843,146.934978,185.840246,294.34708,574.322831,1749.166667,3800,4400,3983.333333,4337.903226,5725,6882.5,7608.333333,7318,8736.611111,9571.5,16810.91667,20025.33333,17706.08333,14886.16667,15251.25,14091.58333,14406,14406,19557.01111,31900,31900,26200,20435,20268,22285,24005,23605,–,–,–,–
South Africa,"National currency per US$, period average.",,0.779267,0.878108,1.086642,1.115025,1.478808,2.2345,2.288225,2.038525,2.283867,2.621533,2.587808,2.76125,2.853542,3.270283,3.551658,3.627617,4.300367,4.608083,5.531475,6.117425,6.94695,8.625542,10.518792,7.556875,6.448,6.359883,6.76485,7.046992,8.258767,8.423375,7.3153,7.259667,8.203133,9.644175,10.846933,12.758125,14.692383,13.302483,13.238517,14.440567,16.464533,14.784408
South Korea,"National currency per US$, period average.",,607.716667,681.028333,731.1675,775.748333,805.970833,870.02,881.455833,822.564167,731.463333,671.455833,707.765833,733.329167,780.670833,802.538333,803.771667,771.254167,804.4575,949.89,1403.183333,1189.439167,1130.3625,1290.79,1251.6025,1191.645833,1146.249167,1024.328333,955.340833,929.375833,1100.125833,1277.245833,1156.46,1108.233333,1126.806667,1094.9825,1052.84,1130.9525,1160.7675,1131.000833,1100.163333,1165.3575,1180.265833,1143.958333
Spain,"National currency per US$, period average.","ECU:US$ pre-1999, Euro:US$ post-1999",0.718901,0.894758,1.019146,1.122004,1.267427,1.312016,1.016601,0.866302,0.844685,0.907114,0.785551,0.806121,0.771017,0.852949,0.841416,0.764361,0.787722,0.881605,0.892491,0.937352,1.082227,1.116525,1.058307,0.884269,0.804287,0.803356,0.79639,0.729586,0.679997,0.717737,0.753693,0.71854,0.777846,0.752934,0.752534,0.901205,0.903671,0.885518,0.846389,0.893178,0.876208,0.844932
Sri Lanka,"National currency per US$, period average.",,16.534417,19.24575,20.81225,23.528583,25.438167,27.162583,28.017325,29.4448,31.80655,36.046667,40.062942,41.371425,43.832167,48.251417,49.415,51.251575,55.27185,58.993733,64.591325,70.392233,75.777217,89.362825,95.661775,96.520917,101.1884,100.499025,103.962325,110.623233,108.333767,114.944783,113.064692,110.565208,127.603358,129.069042,130.565875,135.856917,145.581683,152.446425,162.481117,178.744933,185.59255,198.764317
St Kitts & Nevis,"National currency per US$, period average. ",,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
St Lucia,"National currency per US$, period average. ",,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
St Vincent & The Grenadines,"National currency per US$, period average. ",,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
Sudan,"National currency per US$, period average.  ","The Sudanese pound replaced the Sudanese dinar on September 1st 2007, at a rate of SD100:SP1.",0.0005,0.0006,0.001,0.0013,0.0013,0.0023,0.0025,0.003,0.0045,0.0045,0.0045,0.006958,0.097433,0.159308,0.289617,0.580875,1.250792,1.575742,2.008017,2.5255,2.571225,2.587025,2.633058,2.609833,2.57905,2.436058,2.171533,2.0161,2.090158,2.301533,2.306,2.666633,3.572958,4.756758,5.736867,6.025742,6.211717,6.6834,32.26626,45.767042,53.996008,372.1
Suriname,Line rf of IFS.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224167,0.4425,0.4,0.4,0.4,0.835,1.320833,2.179167,2.35,2.605833,2.736667,2.733333,2.7475,2.75,2.75,2.75,2.75,3.268333,3.3,3.3,3.3,3.416667,6.229167,7.49,7.464167,7.46,9.31,18.25
Sweden,"National currency per US$, period average.  Line rf of IFS.",,4.2313,5.065375,6.287758,7.672617,8.276692,8.607008,7.12915,6.347275,6.135375,6.452133,5.921617,6.045233,5.828,7.788092,7.714633,7.139792,6.7085,7.640542,7.952683,8.26605,9.175117,10.34365,9.722992,8.080125,7.346883,7.473267,7.3731,6.756183,6.595783,7.65285,7.201242,6.49175,6.770025,6.511767,6.861217,8.4335,8.5605,8.545667,8.694025,9.456433,9.2106,8.577042
Switzerland,"National currency per US$, period average.  Line rf of IFS.",,1.677583,1.964725,2.0318,2.100408,2.351717,2.457567,1.798775,1.49155,1.463317,1.635383,1.389758,1.4338,1.406867,1.478,1.3668,1.182158,1.23635,1.450775,1.449733,1.502667,1.689892,1.688017,1.557092,1.345158,1.242817,1.246208,1.253517,1.199925,1.0829,1.08605,1.042625,0.887625,0.937425,0.926617,0.91515,0.962725,0.985208,0.984542,0.978133,0.993708,0.938767,0.913867
Syria,Free-market exchange rate,Neighbouring countries exchange rate up to 2004. ,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42.5,42.9,44.5,46.3,46.3,46.3,46.3,46.3,46.3,48.6,53.4,52.003093,49.976303,46.583042,46.70824,46.38679,48.371021,64.391857,108.425933,153.695,236.41,460.258333,492.086667,436.5,436.5,914.541667,2198
São Tomé and Príncipe,"National currency per US$, period average. ",,0.034667,0.038417,0.040917,0.042417,0.04425,0.044583,0.038417,0.05425,0.086333,0.124833,0.143417,0.193727,0.321333,0.43,0.732667,1.420417,2.203167,4.5525,6.88325,7.119,7.978167,8.842083,9.088333,9.3475,9.902333,10.557917,12.448833,13.536833,14.695417,16.208333,18.498667,17.622917,19.068333,18.449917,18.466417,22.09075,22.148917,21.741167,20.75075,21.88475,21.507,20.89
Taiwan,"National currency per US$, period average.  Line rf of CBCFS.",,35.99575,36.842917,39.124,40.065167,39.597,39.826083,37.838083,31.73975,28.588417,26.407,26.892833,26.81475,25.163917,26.386592,26.456308,26.485208,27.457833,28.703017,33.455617,32.2696,31.234283,33.813067,34.578958,34.419292,33.425917,32.178833,32.533858,32.842792,31.534967,33.060692,31.647675,29.469625,29.61575,29.770542,30.362675,31.910967,32.325167,30.443333,30.163417,30.926083,29.58475,28.02
Tajikistan,"National currency per US$, period average. ",Pre-2010 data from IFS,–,–,–,–,–,–,–,–,–,–,–,–,0.002469,0.010358,0.024494,0.122859,0.2955,0.562333,0.776625,1.237792,2.07625,2.372192,2.764133,3.061367,2.970508,3.116567,3.298408,3.442483,3.430725,4.142708,4.378925,4.610092,4.762717,4.764175,4.934392,6.162225,7.834367,8.550408,9.151,9.531108,10.322042,11.31
Tanzania,"National currency per US$, period average.  Line rf of IFS.",,8.196583,8.283583,9.2825,11.142833,15.292333,17.472333,32.698,64.260333,99.292083,143.376917,195.055917,219.157417,297.708083,405.274,509.630917,574.76175,579.976667,612.1225,664.67125,744.759083,800.408583,876.411667,966.58275,1038.419,1089.334833,1128.934167,1251.900167,1245.0355,1196.31075,1320.31225,1395.625,1557.433333,1571.698333,1597.555833,1653.230833,1991.390833,2177.086667,2229.323333,2263.781667,2288.206667,2294.146,2297.78075
Thailand,"National currency per US$, period average.  Line rf of IFS.",,20.47635,21.820433,23.0001,23.0001,23.63935,27.15885,26.29885,25.722767,25.29385,25.702017,25.585433,25.516767,25.4001,25.319583,25.149925,24.91515,25.342658,31.364342,41.359392,37.813658,40.111808,44.4319,42.960083,41.484617,40.222417,40.220133,37.881975,34.518175,33.313308,34.285767,31.6857,30.491733,31.083092,30.725967,32.479833,34.247717,35.296383,33.939817,32.310233,31.047608,31.293675,31.977092
Timor-Leste,"National currency per US$, period average.",,–,–,–,–,–,–,–,–,–,–,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Togo,"National currency per US$, period average. ",,211.279167,271.7325,328.608333,381.065833,436.9575,449.264167,346.306667,300.5375,297.85,319.009167,272.265833,282.108333,264.694167,283.1625,555.205833,499.15,511.551667,583.670833,589.9525,615.673333,711.831667,732.899167,696.381667,581.059167,528.123333,527.79,522.86,479.264167,448.215833,472.024167,495.310833,471.765833,510.514167,494.045833,494.414167,591.45,593.014167,582.03,555.7,585.959167,575.5875,554.7
Tonga,"National currency per US$, period average. ",,0.878281,0.870249,0.985902,1.110061,1.139565,1.431953,1.496035,1.42824,1.279737,1.263743,1.28093,1.296113,1.347168,1.384091,1.320217,1.270942,1.231975,1.263518,1.492055,1.599133,1.758503,2.123573,2.195187,2.145892,1.971563,1.943037,2.02588,1.970934,1.942444,2.034493,1.905988,1.728951,1.719508,1.773714,1.846773,2.105763,2.215661,2.205972,2.236572,2.289486,2.299561,2.262
Trinidad and Tobago,"National currency per US$, period average.",,2.4,2.4,2.4,2.4,2.4,2.45,3.6,3.6,3.84375,4.25,4.25,4.25,4.25,5.351083,5.924933,5.947792,6.005075,6.251692,6.298308,6.2989,6.299792,6.233217,6.248683,6.2951,6.298992,6.299558,6.312283,6.328033,6.289433,6.324908,6.375508,6.409308,6.4296,6.442633,6.409092,6.377442,6.668967,6.779525,6.77075,6.754308,6.751042,6.759
Tunisia,"National currency per US$, period average. ",,0.404975,0.493825,0.5907,0.6788,0.776867,0.834525,0.794058,0.828667,0.857825,0.94935,0.87835,0.924633,0.884467,1.003767,1.011558,0.94575,0.973408,1.105908,1.138725,1.186225,1.370683,1.438708,1.421733,1.288458,1.245467,1.297433,1.331025,1.281358,1.232558,1.349958,1.431292,1.407825,1.561892,1.624792,1.697633,1.96165,2.148033,2.419208,2.646867,2.93445,2.812267,2.794
